Cell Line Name,Canonical Name,Tissue Diagnosis,Gender,Ethnicity,Age,Age Unit,Age Category,SOURCE
NCR-G1,NCR-G1,Tumor Germ Cell,Male,Unknown,Unknown,Unknown,Unknown,JCRB
NCR-G2,NCR-G2,Carcinoma Embryonal,Male,Unknown,Unknown,Unknown,Unknown,JCRB
NCR-G3,NCR-G3,Carcinoma Embryonal,Male,Unknown,Unknown,Unknown,Unknown,JCRB
NCR-G4,NCR-G4,Carcinoma Embryonal,Male,Unknown,Unknown,Unknown,Unknown,JCRB
NCU-F1,NCU-F1,Unknown,Female,Japanese,1,Years,Juvenile,RIKEN
NCU-F10,NCU-F10,Unknown,Female,Japanese,Unknown,Unknown,Unknown,RIKEN
NCU-F2,NCU-F2,Unknown,Male,Japanese,Unknown,Unknown,Unknown,RIKEN
NCU-F3,NCU-F3,Unknown,Male,Japanese,Unknown,Unknown,Unknown,RIKEN
NCU-F4,NCU-F4,Unknown,Female,Japanese,Unknown,Unknown,Unknown,RIKEN
NCU-F6,NCU-F6,Unknown,Male,Japanese,Unknown,Unknown,Unknown,RIKEN
NCU-F7,NCU-F7,Unknown,Unknown,Japanese,Unknown,Unknown,Unknown,RIKEN
NCU-F8,NCU-F8,Unknown,Female,Japanese,Unknown,Unknown,Unknown,RIKEN
ND-1,BM-1604,Carcinoma,Male,Caucasian,69,Years,Adult, --
Ne Loc,Ne Loc,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
NEC14,NEC14,Tumor Germ Cell,Male,Unknown,26,Years,Adult,JCRB
NEC15,NEC15,Tumor Germ Cell,Male,Japanese,20,Years,Adult,RIKEN
NEC8,NEC8,Tumor Germ Cell,Male,Unknown,24,Years,Adult,JCRB
NH-12,NH-12,Neuroblastoma,Male,Unknown,15,Months,Juvenile,JCRB
NH17,NH17,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
NH-6,NH-6,Neuroblastoma,Female,Unknown,9,Months,Juvenile,JCRB
NHBE,NHBE,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NHDF,NHDF,Normal,various,various,various,various,various, --
NHSF46,NHSF46,Normal,Unknown,Japanese,Unknown,Unknown,Unknown,RIKEN
NIH/3T3,NIH/3T3,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,ATCC
NIH:OVCAR-3,NIH:OVCAR-3,Adenocarcinoma,Female,Caucasian,60,Years,Adult,ATCC
NIT-2,NIT-2,Adenoma,Male,Unknown,10,Weeks,Juvenile,ATCC
NJG,NJG,Choriocarcinoma,Female,Unknown,Unknown,Unknown,Unknown,JCRB
NK-92,NK-92,Lymphoma Non-Hodgkins,Male,Caucasian,50,Years,Adult,ATCC
NK-92MI,NK-92MI,Hodgkin's Lymphoma,Male,Caucasian,50,Years,Adult,ATCC
NKM-1,NKM-1,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
NL20,NL20,Normal,Female,Caucasian,20,Years,Adult,ATCC
NL20-TA,NL20-TA,Normal,Female,Caucasian,20,Years,Adult,ATCC
NMB,NMB,Neuroblastoma,Female,Unknown,10,Months,Juvenile,DSMZ
NMC-G1,NMC-G1,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
NMFH-1,NMFH-1,Fibrosarcoma,Male,ja,89,Years,Adult,RIKEN
NMS-2,NMS-2,Peripheral nerve sheath tumor,Male,Japanese,30,Years,Adult,RIKEN
No Per,No Per,Ehlers-Danlos syndrome,Male,Unknown,11,Years,Juvenile,ATCC
no.10,no.10,Glioma,Male,Unknown,62,Years,Adult,JCRB
no.11,no.11,Glioma,Female,Unknown,64,Years,Adult,JCRB
NOMO-1,NOMO-1,Leukemia,Female,Unknown,31,Years,Adult,DSMZ
NOMO-1s,NOMO-1s,Leukemia,Female,Unknown,31,Years,Adult,JCRB
NOR-P1,NOR-P1,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN
NOS-1,NOS-1,Unknown,male,Japanese,16,Years,Juvenile,RIKEN
NOS-10,NOS-10,Osteosarcoma,male,Unknown,15,Years,Juvenile,RIKEN
NOS-2,NOS-2,Osteosarcoma,male,Japanese,11,Years,Juvenile,RIKEN
NOZ,NOZ,Adenocarcinoma Tubular,Female,Japanese,48,Years,Adult,JCRB
NR-6,NR-6,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,Nebraska Medical Center
NRS-1,NRS-1,Rhabdomyosarcoma,Female,Unknown,7,Years,Juvenile,RIKEN
NTERA-2,NTERA-2,Embryonal Carcinoma,Male,Caucasian,22,Years,Adult,DSMZ
Nthy-ori 3-1,Nthy-ori 3-1,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
Nthy-ts1,Nthy-ts1,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
NTI-4,NTI-4,Normal,Unknown,Japanese,9,Weeks,Fetal,JCRB
NTI-5,NTI-5,Normal,Unknown,Japanese,9,Weeks,Fetal,JCRB
NU-DHL-1,NU-DHL-1,Lymphoma B-cell,Male,Caucasian,73,Years,Adult,DSMZ
NU-DUL-1,NU-DUL-1,Lymphoma B-cell,Male,Caucasian,43,Years,Adult,DSMZ
NUGC-2,NUGC-2,Adenocarcinoma,Female,Unknown,56,Years,Adult,JCRB
NUGC-3,NUGC-3,Adenocarcinoma,Male,Unknown,72,Years,Adult,JCRB
NUGC-4,NUGC-4,Adenocarcinoma,Female,Unknown,35,Years,Adult,JCRB
NY,NY,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
OAW28,OAW28,Cystadenocarcinoma Serous,Female,Unknown,Unknown,Unknown,Unknown,ECACC
OAW42,OAW42,Cystadenocarcinoma Serous,Female,Unknown,Unknown,Unknown,Unknown,ECACC
OCI/AML3,OCI/AML3,Leukemia Acute Myelogenous,Unknown,Unknown,Unknown,Unknown,Unknown, --
OCI-AML2,OCI-AML2,Leukemia Acute Myelogenous,Male,Unknown,65,Years,Adult,DSMZ
OCI-AML3,OCI-AML3,Leukemia Acute Myelogenous,Male,Unknown,57,Years,Adult,DSMZ
OCI-AML5,OCI-AML5,Leukemia Acute Myelogenous,Male,Unknown,77,Years,Adult,DSMZ
OCI-LY-10,OCI-LY-10,Lymphoma B-cell,Unknown,Unknown,Unknown,Unknown,Unknown, --
OCI-LY-19,OCI-LY-19,Lymphoma B-cell,Female,Unknown,27,Years,Adult,DSMZ
OCI-LY-3,OCI-LY-3,Lymphoma B-cell,Male,Unknown,52,Years,Adult,DSMZ
OCI-LY-7,OCI-LY-7,Lymphoma B-cell,Male,Unknown,48,Years,Adult,DSMZ
OCI-M1,OCI-M1,Leukemia Acute Myelogenous,Unknown,Unknown,62,Years,Adult,DSMZ
OCI-M2,OCI-M2,Leukemia Acute Myelogenous,Unknown,Unknown,56,Years,Adult,DSMZ
OCUB-F,OCUB-F,Unknown,Female,Japanese,53,Years,Adult,RIKEN
OCUB-M,OCUB-M,Unknown,Female,Japanese,53,Years,Adult,RIKEN
OCUG-1,OCUG-1,Carcinoma,Male,Japanese,43,Years,Adult,JCRB
OCUM-1,OCUM-1,Adenocarcinoma,Female,Japanese,38,Years,Adult,JCRB
ODA14-RAV,ODA14-RAV,Glioblastoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
OE19,OE19,Adenocarcinoma,Male,Unknown,72,Years,Adult,ECACC
OE21,OE21,Carcinoma Squamous Cell,Male,Unknown,74,Years,Adult,ECACC
OE33,OE33,Adenocarcinoma,Female,Unknown,73,Years,Adult,ECACC
OGU1,OGU1,Lymphoma,male,Unknown,76,Years,Adult,RIKEN
OIH-1,OIH-1,Leukemia Acute Myelogenous,Male,Japanese,64,Years,Adult,RIKEN
OKa-C-1,OKa-C-1,Carcinoma Squamous Cell,Male,Japanese,64,Years,Adult,JCRB
Okajima,Okajima,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
OMC-1,OMC-1,Carcinoma Squamous Cell,Female,Japanese,52,Years,Adult,RIKEN
OMC-2,OMC-2,Adenocarcinoma,Female,Japanese,59,Years,Adult,RIKEN
OMC-3,OMC-3,Adenocarcinoma Cystic,Female,Japanese,58,Years,Adult,RIKEN
OMC-9,OMC-9,Sarcoma Stromal,Female,Japanese,55,Years,Adult,RIKEN
ONCO-DG-1,ONCO-DG-1,Adenocarcinoma,Female,Caucasian,60,Years,Adult,DSMZ
ONS-76,ONS-76,Medulloblastoma,Female,Unknown,2,Years,Juvenile,JCRB
OPM-2,OPM-2,Multiple Myeloma,Female,Unknown,56,Years,Adult,DSMZ
Or De,Or De,Ehlers-Danlos syndrome,Female,Unknown,16,Years,Juvenile,ATCC
Os Te,Os Te,osteogenesis imperfecta,Female,Unknown,Unknown,Unknown,Fetal,ATCC
OSA 80,OSA 80,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
OSC-19,OSC-19,Carcinoma Squamous Cell,Male,Japanese,61,Years,Adult,JCRB
OSC-20,OSC-20,Carcinoma Squamous Cell,Female,Japanese,59,Years,Adult,JCRB
OS-RC-2,OS-RC-2,Unknown,Male,Japanese,Unknown,Unknown,Unknown,RIKEN
OTCD1TKB,OTCD1TKB,Normal,Male,Japanese,11,Years,Juvenile,RIKEN
OUMS-23,OUMS-23,Adenocarcinoma,Male,Unknown,Unknown,Unknown,Unknown,JCRB
OUMS-24/P6X,OUMS-24/P6X,Normal,Female,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-27,OUMS-27,Chondrosarcoma,Male,Unknown,Unknown,Unknown,Unknown,JCRB
OUMS-36,OUMS-36,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-1,OUMS-36T-1,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-1F,OUMS-36T-1F,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-2,OUMS-36T-2,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-2F,OUMS-36T-2F,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-3,OUMS-36T-3,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-3F,OUMS-36T-3F,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-4,OUMS-36T-4,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-4F,OUMS-36T-4F,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-5,OUMS-36T-5,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-5F,OUMS-36T-5F,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-6,OUMS-36T-6,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-6F,OUMS-36T-6F,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-7,OUMS-36T-7,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-7F,OUMS-36T-7F,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-8,OUMS-36T-8,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUMS-36T-8F,OUMS-36T-8F,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB
OUS-11,OUS-11,Normal,Male,Japanese,73,Years,Adult,JCRB
OV17R,OV17R,Adenocarcinoma,Female,Unknown,50,Years,Adult,ECACC
OV56,OV56,Carcinoma,Female,Unknown,46,Years,Adult,ECACC
OV58,OV58,Carcinoma,Female,Unknown,52,Years,Adult,ECACC
OV7,OV7,Carcinoma,Female,Unknown,78,Years,Adult,ECACC
OV-90,OV-90,Adenocarcinoma Papillary Serous,Female,Caucasian,64,Years,Adult,ATCC
OVCA 420,OVCA 420,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,MD Anderson
OvCA 429,OvCA 429,Adenocarcinoma,Female,Unknown,Unknown,Unknown,Unknown, --
OvCA 432,OvCA 432,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,MD Anderson
OVCAR-3,OVCAR-3,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
OVCAR-4,OVCAR-4,Adenocarcinoma,Female,Caucasian,60,Years,Adult,ATCC
OVCAR433,OVCAR433,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown, --
OVCAR-5,OVCAR-5,Adenocarcinoma,Female,Unknown,Unknown,Unknown,Unknown, --
OVCAR-8,OVCAR-8,Carcinoma,Female,Unknown,64,Years,Adult, --
OVISE,OVISE,Adenocarcinoma Clear Cell,Female,Japanese,40,Years,Adult,JCRB
OVK18,OVK18,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN
OVKATE,OVKATE,Adenocarcinoma Papillary Serous,Female,Japanese,40,Years,Adult,JCRB
OVMANA,OVMANA,Adenocarcinoma Clear Cell,Female,Japanese,51,Years,Adult,JCRB
OVMIU,OVMIU,Adenocarcinoma,Female,Japanese,46,Years,Adult,JCRB
OVMIU-II,OVMIU-II,Adenocarcinoma,Female,Japanese,46,Years,Adult,JCRB
OVSAHO,OVSAHO,Adenocarcinoma Papillary Serous,Female,Japanese,56,Years,Adult,JCRB
OVSAYO,OVSAYO,Adenocarcinoma,Female,Japanese,64,Years,Adult,JCRB
OVTOKO,OVTOKO,Adenocarcinoma Clear Cell,Female,Japanese,78,Years,Adult,JCRB
OVXF 1023,OVXF 1023,Adenocarcinoma Papillary Serous,Unknown,Unknown,Unknown,Unknown,Unknown, --
OZ,OZ,Carcinoma,Male,Japanese,71,Years,Adult,JCRB
P116,Jurkat,Leukemia Acute Lymphocytic,Male,Unknown,14,Years,Juvenile,ATCC
P116.cl39,P116.cl39,Leukemia Acute Lymphocytic,Male,Unknown,Unknown,Unknown,Unknown,ATCC
P12-ICHIKAWA,P12-ICHIKAWA,Leukemia,Male,Unknown,7,Years,Juvenile,DSMZ
P2UR/K-562,P2UR/K-562,Leukemia Chronic Myelogenous,Female,Unknown,53,Years,Adult,RIKEN
P30/OHK,P30/OHK,Leukemia,Female,Japanese,11,Years,Juvenile,JCRB
P31/FUJ,P31/FUJ,Leukemia,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB
P32/ISH,P32/ISH,Malignant Lymphoma - Burkitts Type,Male,Japanese,8,Years,Juvenile,JCRB
P39/TSU,HL-60,Leukemia,Female,Caucasian,36,Years,Adult,JCRB
P3HR-1,HS-Sultan,Malignant Lymphoma - Burkitts Type,Male,African,7,Years,Juvenile,ATCC
P3HR-1,1G2,Malignant Lymphoma - Burkitts Type,Male,African,7,Years,Juvenile,ATCC
Pa Kel-1,Pa Kel-1,Ehlers-Danlos syndrome,Female,Unknown,6,Years,Juvenile,ATCC
Pa Kel-2,Pa Kel-2,Ehlers-Danlos syndrome,Female,Unknown,6,Years,Juvenile,ATCC
PA-1,PA-1,Carcinoma,Female,Caucasian,12,Years,Juvenile,ATCC
PA-1/6TG-r,PA-1/6TG-r,Teratoma,Female,Caucasian,12,Years,Juvenile,JCRB
PALL-2,PALL-2,Leukemia,Male,Japanese,45,Years,Adult,JCRB
Panc 02,Panc 02,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
Panc 02.03,Panc 02.03,Adenocarcinoma,Female,Caucasian,70,Years,Adult, --
Panc 02.13,Panc 02.13,Adenocarcinoma,Female,Caucasian,64,Years,Adult,ATCC
Panc 03.27,Panc 03.27,Adenocarcinoma,Female,Caucasian,65,Years,Adult,ATCC
Panc 04.03,Panc 04.03,Adenocarcinoma,Male,Caucasian,70,Years,Adult,ATCC
Panc 05.04,Panc 05.04,Adenocarcinoma,Female,Caucasian,77,Years,Adult,ATCC
Panc 08.13,Panc 08.13,Adenocarcinoma,Male,Caucasian,85,Years,Adult, --
Panc 10.05,Panc 10.05,Adenocarcinoma,Male,Caucasian,Unknown,Unknown,Adult,ATCC
PANC-1,PANC-1,Adenocarcinoma,Male,Caucasian,56,Years,Adult,ATCC
PA-TU-8902,PA-TU-8902,Adenocarcinoma,Female,Unknown,44,Years,Adult,DSMZ
PA-TU-8988S,PA-TU-8988S,Adenocarcinoma,Female,Unknown,64,Years,Adult,DSMZ
PA-TU-8988T,PA-TU-8988T,Adenocarcinoma,Female,Unknown,64,Years,Adult,DSMZ
PAXF 1657,PAXF 1657,Adenocarcinoma Metastatic,Unknown,Unknown,Unknown,Unknown,Unknown, --
PAXF 736,PAXF 736,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
PC-1,PC-1,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
PC-10,PC-10,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
PC12,PC12,Pheochromocytoma,Male,Unknown,Unknown,Unknown,Unknown,ATCC
PC-13,PC-13,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
PC-14,PC-14,Adenocarcinoma,Unknown,Japanese,Unknown,Unknown,Unknown,ECACC
PC-3,PC-3,Adenocarcinoma,Male,Caucasian,62,Years,Adult,ATCC
PC-6,PC-6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
PC-9,PC-9,Adenocarcinoma,Unknown,Japanese,Unknown,Unknown,Unknown, --
PCI-15,PCI-15,Carcinoma Squamous Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --
PCI-15A,PCI-15A,Carcinoma Squamous Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --
PCI-15B,PCI-15B,Carcinoma Squamous Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --
PCI-30,PCI-30,Carcinoma Squamous Cell,Male,Unknown,Unknown,Unknown,Unknown, --
PCI-38,PCI-38,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
PCI-4A,PCI-4A,Carcinoma Squamous Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --
PCI-4B,PCI-4B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
PCI-6A,PCI-6A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
PCM6,PCM6,Multiple Myeloma,Female,Unknown,60,Years,Adult,RIKEN
PDCS5 (Clone6),PDCS5 (Clone6),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
PE/CA-PJ15,PE/CA-PJ15,Carcinoma Squamous Cell,Male,Unknown,45,Years,Adult,ECACC
PE/CA-PJ34 (clone C12),PE/CA-PJ34 (clone C12),Carcinoma Basal Cell,Male,Unknown,60,Years,Adult,ECACC
PE/CA-PJ41 (clone D2),PE/CA-PJ41 (clone D2),Carcinoma Squamous Cell,Female,Unknown,67,Years,Adult,ECACC
PE/CA-PJ49,PE/CA-PJ49,Carcinoma Squamous Cell,Male,Caucasian,57,Years,Adult,ECACC
PEA1,PEA1,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
PEA2,PEA1,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
PEAKrapid,293,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
PEAZ-1,PEAZ-1,Fibrosarcoma,Male,Caucasian,35,Years,Adult, --
PEER,PEER,Leukemia Acute Lymphocytic,Female,Unknown,4,Years,Juvenile,DSMZ
PEO1,PEO1,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
PEO14,PEO14,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
PEO16,PEO16,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
PEO23,PEO14,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
PEO4,PEO1,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
PEO6,PEO1,Carcinoma,Female,Unknown,Unknown,Unknown,Unknown,ECACC
Per Sel,Per Sel,osteogenesis imperfecta,Female,Unknown,7,Years,Juvenile,ATCC
PF-382,PF-382,Leukemia,Female,Unknown,6,Years,Juvenile,DSMZ
Pfeiffer,Pfeiffer,Hodgkin's Lymphoma,Male,Caucasian,Unknown,Unknown,Adult,ATCC
PFSK-1,PFSK-1,Medulloblastoma,Male,Caucasian,22,Months,Juvenile,ATCC
PHK16-0b,PHK16-0b,Normal,Male,Caucasian,Unknown,Unknown,Unknown,JCRB
PJS1JTO,PJS1JTO,Peutz-Jeghers' syndrome,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
PJS5JTO,PJS5JTO,Peutz-Jeghers' syndrome,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
PK-1,PK-1,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN
PK-45H,PK-45H,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN
PK-45P,PK-45P,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN
PK-59,PK-59,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN
PK-8,PK-8,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN
PL18,PL18,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
PL-21,PL-21,Leukemia,Male,Unknown,24,Years,Adult,DSMZ
PL4,PL4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
PL45,PL45,Adenocarcinoma Ductal,Male,Caucasian,Unknown,Unknown,Adult, --
PL502,PL502,Normal,Female,Unknown,Unknown,Unknown,Unknown,JCRB
PL505,PL505,Normal,Female,Unknown,Unknown,Unknown,Unknown,JCRB
PL507,PL507,Normal,Female,Unknown,Unknown,Unknown,Unknown,JCRB
PL508,PL508,Normal,Female,Japanese,Unknown,Unknown,Unknown,JCRB
PL512,PL512,Normal,Female,Unknown,Unknown,Unknown,Unknown,JCRB
PL514,PL514,Normal,Female,Unknown,Unknown,Unknown,Unknown,JCRB
PL516,PL516,Normal,Female,Unknown,Unknown,Unknown,Unknown,JCRB
PL518,PL518,Normal,Female,Unknown,Unknown,Unknown,Unknown,JCRB
PL532,PL532,Normal,Female,Unknown,Unknown,Unknown,Unknown,JCRB
PLB-985,HL-60,Leukemia,Female,Caucasian,36,Years,Adult,DSMZ
PLC/PRF/5,Alexander,Carcinoma Hepatocellular,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
PMC2,PMC2,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
PMF-ko14,PMF-ko14,Carcinoma,Female,Japanese,51,Years,Adult,RIKEN
PMWK,A7,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
PNT1A,PNT1A,Normal,Male,Unknown,35,Years,Adult,ECACC
PNT2,PNT2,Normal,Male,Unknown,33,Years,Adult,ECACC
PSN1,PSN1,Adenocarcinoma,unresolved,unresolved,unresolved,unresolved,unresolved,ECACC
Pso-1,Pso-1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
Pso-2,Pso-2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
Pso-3,Pso-3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
Pso-4,Pso-4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
Pso-5,Pso-5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
Pso-6,Pso-6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
Pso-7,Pso-7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
PSV811,PSV811,Normal,Female,Caucasian,3,Months,Fetal,JCRB
PUTKO,PUTKO,Leukemia Acute Myelogenous,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
PWR-1E,PWR-1E,Normal,Male,Caucasian,67,Years,Adult,ATCC
PWS-Yamaguchi,PWS-Yamaguchi,Normal,Female,Japanese,26,Years,Adult,RIKEN
PXF 1118,PXF 1118,Mesothelioma,Unknown,Unknown,Unknown,Unknown,Unknown, --
QG-56,QG-56,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
QGP-1,QGP-1,Carcinoma Islet Cell,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB
QG-U,QG-U,Carcinoma,Female,Japanese,Unknown,Unknown,Unknown,RIKEN
QIMR-WIL,QIMR-WIL,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
R1192,Caki-1,Adenocarcinoma Clear Cell,Male,Caucasian,49,Years,Adult,ATCC
R-970-5,R-970-5,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
R9ab,R9ab,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Ra Bot,Ra Bot,Marfan syndrome,Female,Unknown,8,Years,Juvenile,ATCC
Ra Lot,Ra Lot,Marfan syndrome,Male,Unknown,6,Years,Juvenile,ATCC
RAJI,RAJI,Malignant Lymphoma - Burkitts Type,Male,African,11,Years,Juvenile,ATCC
RAMOS,RAMOS,Malignant Lymphoma - Burkitts Type,Male,Unknown,3,Years,Juvenile,DSMZ
Ran De,Ran De,osteogenesis imperfecta,Male,Unknown,9,Years,Juvenile,ATCC
Ran Nor,Ran Nor,osteoporosis,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
Rat2,Rat2,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,ATCC
RAW 264.7,RAW 264.7,Leukemia,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
Ray Hot,Ray Hot,Ehlers-Danlos syndrome,Male,Unknown,23,Years,Adult,ATCC
RB16KY,RB16KY,Retinoblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
RB247C,RB247C,Retinoblastoma,Male,Unknown,Unknown,Unknown,Unknown,ECACC
RB24KY,RB24KY,Retinoblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
RB28KY,RB28KY,Retinoblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
RBE,RBE,Adenocarcinoma Cholangiocarcinoma,Female,Japanese,Unknown,Unknown,Unknown,RIKEN
RBL162T,RBL162T,Lymphoma,Female,Unknown,Unknown,Unknown,Unknown,JCRB
RBL182T,RBL182T,Lymphoma,Male,Unknown,Unknown,Unknown,Unknown,JCRB
RBL221T,RBL221T,Lymphoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
RCC10RGB,RCC10RGB,Carcinoma,male,Japanese,Unknown,Unknown,Unknown,RIKEN
RCC4 plus vector alone,RCC4 plus vector alone,Carcinoma Renal Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
RCC4plusVHL,RCC4plusVHL,Carcinoma Renal Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
RCH-ACV,RCH-ACV,Leukemia,Female,Unknown,8,Years,Juvenile,DSMZ
RC-K8,RC-K8,Lymphoma B-cell,Unknown,Unknown,Unknown,Unknown,Unknown,DSMZ
RCM-1,RCM-1,Adenocarcinoma,Female,Unknown,73,Years,Adult,JCRB
RD,RD,Rhabdomyosarcoma,Female,Caucasian,7,Years,Juvenile,ATCC
RD-ES,RD-ES,Sarcoma Ewings,Male,Caucasian,19,Years,Juvenile,ATCC
REC-1,REC-1,Lymphoma B-cell,Male,Unknown,61,Years,Adult,DSMZ
REH,REH,Leukemia Acute Lymphocytic,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
REM 885,REM 885,Alzheimers Disease,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
Renca,Renca,Adenocarcinoma,Male,Unknown,6,Weeks,Juvenile,ATCC
RERF-GC-1B,RERF-GC-1B,Carcinoma,Male,Japanese,41,Years,Adult,JCRB
RERF-LC-Ad1,RERF-LC-Ad1,Adenocarcinoma,Male,Japanese,70,Years,Adult,JCRB
