Name,Canonical_Name,Primary Tissue,Diagnosis,Gender,Ethnicity,Age,Age_Unit,Age_Category,Source,Status,"Cancer Type (1=Undefined, 2=Breast, 3=Male Prostate, 4=Lung)","Gender Index (1=Female, 2=Male, 3=Unspecified)","Ethnicity Index (1=Asian, 2=Black, 3=Hispanic,4=Native American, 5=White, 6=Unspecified)","Contaminant Status Index(0=Uncontaminated, 1=Contaminated, Derivative Line, 3=Nomenclature, 4=Parental, 5=Unresolved)","Donor Age (Years, -10=Unspecified)",Founding Year of Cell Line (-10=Undefined),URL, 
Hs 221.Th,Hs 221.Th,Thymus,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 225.Th,Hs 225.Th,Thymus,Normal,Unknown,Caucasian,Unknown,Unknown,Juvenile,ATCC,0,1,3,5,0,-10.0,-10,,
Hs 230.Th,Hs 230.Th,Thymus,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 234.Th,Hs 234.Th,Thymus,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 52.Th,Hs 52.Th,Thymus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 67.Th,Hs 67.Th,Thymus,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
TE 199.T,TE 199.T,Thymus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Nthy-ori 3-1,Nthy-ori 3-1,Thyroid,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
Nthy-ts1,Nthy-ts1,Thyroid,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
TCO-1,TCO-1,Thyroid,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,Contaminant,1,3,6,1,-10.0,-10,,
SAS,SAS,Tongue,Carcinoma Squamous Cell,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
HUV-EC-C,HUV-EC-C,Umbilical Cord,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HUVE-12,HUVE-12,Umbilical Cord,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HUVS-112D,HUVS-112D,Umbilical Cord,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
UC702,UC702,Umbilical Cord,Normal,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB,0,1,3,1,0,-10.0,-10,,
UC704,UC704,Umbilical Cord,Normal,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB,0,1,3,1,0,-10.0,-10,,
80T,80T,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
CL 21,CL 21,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
HAAE-1,HAAE-1,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HCC1158,HCC1158,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC1260,HCC1260,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC1385,HCC1385,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC1386,HCC1386,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC1637,HCC1637,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC1683,HCC1683,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC1895,HCC1895,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC1975,HCC1975,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC2036,HCC2036,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC2038,HCC2038,Unknown,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC2307,HCC2307,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC2565,HCC2565,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC2621,HCC2621,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC2637,HCC2637,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC2877,HCC2877,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC3212,HCC3212,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HF 333.We,HF 333.We,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HF 345.We,HF 345.We,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HF 358.We,HF 358.We,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HFF-1,HFF-1,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HFF-2,HFF-2,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HIVE-26,HIVE-26,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
HIVS-125,HIVS-125,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HPAE-26,HIVE-26,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
HPVE-26,HIVE-26,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
Hs 103.Sp/Th,Hs 103.Sp/Th,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 104.Sp/Th,Hs 104.Sp/Th,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 173.We,Hs 173.We,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 174.We,Hs 174.We,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 195.T,Hs 195.T,Unknown,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 2.We,Hs 2.We,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 212.M,Hs 212.M,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 215.Ln,Hs 215.Ln,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 238.Sk,Hs 238.Sk,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 364.Ct,Hs 364.Ct,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 365.Ct,Hs 365.Ct,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 391.We,Hs 391.We,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 394.Sk,Hs 394.Sk,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 395.We,Hs 395.We,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 409.We,Hs 409.We,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 410.We,Hs 410.We,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 413.We,Hs 413.We,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 568.We,Hs 568.We,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 68,Hs 68,Unknown,Canavan disease,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
Hs 696,Hs 696,Unknown,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 701.T,Hs 701.T,Unknown,Sarcoma Synovial,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 728.Sk/Mu,Hs 728.Sk/Mu,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 762.Sk,Hs 762.Sk,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 764.Mu,Hs 764.Mu,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 782.T,Hs 782.T,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 814.T,Hs 814.T,Unknown,Sarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 904.T,Hs 904.T,Unknown,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 913(C).T,Hs 913(C).T,Unknown,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 913(D).T,Hs 913(D).T,Unknown,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 914,Hs 914,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 915,Hs 915,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 916,Hs 916,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HS-ES-1,HS-ES-1,Unknown,Sarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
HS-ES-2M,HS-ES-2M,Unknown,Sarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
HS-ES-2R,HS-ES-2R,Unknown,Sarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
HT-768.M,HT-768.M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
II b,II b,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
JHU-011,JHU-011,Unknown,Carcinoma Squamous Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
JHU-022,JHU-022,Unknown,Carcinoma Squamous Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
JHU-029,JHU-029,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
KMLS-1,KMLS-1,Unknown,Liposarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
KMST-6/T,KMST-6/T,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
KR-12,KR-12,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Marcus,Marcus,Unknown,Astrocytoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,Parental,1,3,6,4,-10.0,-10,,
Miz-1,Miz-1,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
NCI-H1059,NCI-H1059,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI,0,1,3,6,0,-10.0,-10,,
NCI-H1315,NCI-H1315,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
NCI-H1512,NCI-H1512,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI,0,1,3,6,0,-10.0,-10,,
NCI-H1653,NCI-H1653,Unknown,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
NCI-H1968,NCI-H1968,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI,0,1,3,6,0,-10.0,-10,,
NCI-H2098,NCI-H2098,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
NCI-H2380,NCI-H2380,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI,0,1,3,6,0,-10.0,-10,,
NCI-H676,NCI-H676,Unknown,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
NCI-H749,NCI-H749,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI,0,1,3,6,0,-10.0,-10,,
PCI-15,PCI-15,Unknown,Carcinoma Squamous Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
Pso-1,Pso-1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Pso-2,Pso-2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Pso-3,Pso-3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Pso-4,Pso-4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Pso-5,Pso-5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Pso-6,Pso-6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Pso-7,Pso-7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
RERF-LC-OK,RERF-LC-OK,Unknown,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,Contaminant,1,3,6,1,-10.0,-10,,
SCC90,SCC90,Unknown,Carcinoma Squamous Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
SCCH-196,SCCH-196,Unknown,Sarcoma Small Round Cell Tumor,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
SK-MG-1,SK-MG-1,Unknown,Astrocytoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,Contaminant,1,3,6,1,-10.0,-10,,
SNU-55,SNU-55,Unknown,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
SNU-C4,SNU-C4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI,0,1,3,6,0,-10.0,-10,,
SNU-C5,SNU-C5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI,0,1,3,6,0,-10.0,-10,,
STS 0421,STS 0421,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
SUM 185PE,SUM 185PE,Unknown,Anaplastic Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,Asterand,0,1,3,6,0,-10.0,-10,,
TE 149.T,TE 149.T,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
TE 170.M,TE 170.M,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
TE 206.T,TE 206.T,Unknown,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
UDSCC2,UDSCC2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
Yub 10F,Yub 10F,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub621b,Yub621b,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub621c,Yub621c,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub622,Yub622,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub623,Yub623,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub625,Yub625,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub631,Yub631,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub632,Yub632,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub633,Yub633,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub634,Yub634,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub642p,Yub642p,Unknown,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
HCC1943,HCC1943,Ureter,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
97-7,97-7,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
ACCS,ACCS,Urinary Bladder,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,Contaminant,1,3,6,1,-10.0,-10,,
EJ138,EJ138,Urinary Bladder,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,Contaminant,1,3,6,1,-10.0,-10,,
HCC2098,HCC2098,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC2099,HCC2099,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
RT-112/84,RT-112/84,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
RT4/31,RT4/31,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
TCC 92-1,TCC 92-1,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
TCC 94-10,TCC 94-10,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
TCC 96-1,TCC 96-1,Urinary Bladder,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
TCC 97-1,TCC 97-1,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
TCC 97-18,TCC 97-18,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
TCC 97-24,TCC 97-24,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
UM-UC-10,UM-UC-10,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
UM-UC-11,UM-UC-11,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
UM-UC-12,UM-UC-12,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
UM-UC-13,UM-UC-13,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
UM-UC-15,UM-UC-15,Urinary Bladder,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
UM-UC-16,UM-UC-16,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
UM-UC-17,UM-UC-17,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
UM-UC-6,UM-UC-6,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
UM-UC-7,UM-UC-7,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
UM-UC-9,UM-UC-9,Urinary Bladder,Carcinoma Transitional Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
HCC1162,HCC1162,Uterus,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HEC-155,HEC-155,Uterus,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,Parental,1,3,6,4,-10.0,-10,,
HEC-180,HEC-155,Uterus,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,Parental,1,3,6,4,-10.0,-10,,
HEC-88nu,HEC-88nu,Uterus,Adenocarcinoma Endometrioid,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB,0,1,3,1,0,-10.0,-10,,
Ishikawa (Heraklio) 02 ER-,Ishikawa (Heraklio) 02 ER-,Uterus,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
BEAS-2B,BEAS-2B,,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Parental,1,3,6,4,-10.0,-10,,
PSN1,PSN1,Pancreas,Adenocarcinoma,unresolved,unresolved,unresolved,unresolved,unresolved,ECACC,unresolved,1,3,6,5,-10.0,-10,,
MDA-H2774,MDA-H2774,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved, --,0,1,3,6,0,-10.0,-10,,
NCI-H630,NCI-H630,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,ATCC,Parental,1,3,6,4,-10.0,-10,,
SW 480,SW 480,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,ECACC,Parental,1,3,6,4,-10.0,-10,,
SW 527,SW 527,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,ATCC,Contaminant,1,3,6,1,-10.0,-10,,
SW 620,SW 620,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,ECACC,Parental,1,3,6,4,-10.0,-10,,
HMVEC,HMVEC,Blood Vessel,Normal,various,various,various,various,various, --,0,1,3,6,0,-10.0,-10,,
NHDF,NHDF,Skin,Normal,various,various,various,various,various, --,0,1,3,6,0,-10.0,-10,,
HUVEC,HUVEC,Umbilical Cord,Normal,various,various,various,various,various, --,0,1,3,6,0,-10.0,-10,,
184A1,184A1,Breast,Normal,Female,Unknown,21,Years,Adult,ATCC,Parental,2,1,6,4,21.0,-10,,
184B5,184A1,Breast,Normal,Female,Unknown,21,Years,Adult,ATCC,Parental,2,1,6,4,21.0,-10,,
AU565,AU565,Breast,Adenocarcinoma,Female,Caucasian,43,Years,Adult,ATCC,Derived from same patient,2,1,5,2,43.0,1990,https://www.atcc.org/Products/All/CRL-2351.aspx,
BT-20,BT-20,Breast,Carcinoma,Female,Caucasian,74,Years,Adult,ATCC,0,2,1,5,0,74.0,1958,https://www.atcc.org/Products/All/HTB-19.aspx,
BT-474,BT-474,Breast,Adenocarcinoma Ductal,Female,Caucasian,60,Years,Adult,ATCC,0,2,1,5,0,60.0,1978,https://www.atcc.org/Products/All/HTB-20.aspx,
BT-483,BT-483,Breast,Adenocarcinoma Ductal,Female,Caucasian,23,Years,Adult,ATCC,0,2,1,5,0,23.0,1978,https://www.atcc.org/Products/All/HTB-121.aspx,
BT-549,BT-549,Breast,Adenocarcinoma Ductal,Female,Caucasian,72,Years,Adult,ATCC,0,2,1,5,0,72.0,1978,https://www.atcc.org/Products/All/HTB-122.aspx,
CAL-120,CAL-120,Breast,Adenocarcinoma,Female,Unknown,43,Years,Adult,DSMZ,0,2,1,6,0,43.0,2012,http://web.expasy.org/cellosaurus/CVCL_1104,
CAL-148,CAL-148,Breast,Adenocarcinoma,Female,Unknown,58,Years,Adult,DSMZ,0,2,1,6,0,58.0,1994,http://web.expasy.org/cellosaurus/CVCL_1106,
